id,deduction_date,customer_name,customer_account,standard_customer,deduction_reference,invoice_number,,,,,deduction_amount,deduction_reason,payment_number,backup_status,invoice_status,validation,invalid_amount,valid_amount,billback,billback_date,billback_amount,recover_status,recoverd_amount
,22-03-2023,Kroger Company,40000081,Kroger,9032329154,9032329154,1,1,1,0,18.83,Freight Allowance,,Yes,No,0,0,0,,,,,
,22-03-2023,Kroger Company,40000081,Kroger,9032384382-CM,9032384382-CM,1,1,1,0,18.69,Freight Allowance,,Yes,No,0,0,0,,,,,
,10/3/2023,Kroger Company,40000081,Kroger,9032334991,9032334991,1,1,1,0,18.63,Freight Allowance,,Yes,No,0,0,0,,,,,
,6/3/2023,Kroger Company,40000081,Kroger,9032319342,9032319342,1,1,1,0,18,Freight Allowance,,Yes,No,0,0,0,,,,,
,16-02-2023,Kroger Company,40000081,Kroger,9032255886,9032255886,1,1,1,0,17.92,Freight Allowance,,Yes,No,0,0,0,,,,,
,6/3/2023,Kroger Company,40000081,Kroger,9032322549,9032322549,1,1,1,0,17.85,Freight Allowance,,Yes,No,0,0,0,,,,,
,16-03-2023,Associated Wholesale Grocers,40000625,AWG,TR0000456529,TR0000456529,1,1,1,0,14.85,Freight Allowance,,Yes,No,0,0,0,,,,,
,16-03-2023,Associated Wholesale Grocers,40000625,AWG,TR0000456527,TR0000456527,1,1,1,0,13.11,Freight Allowance,,Yes,No,0,0,0,,,,,
,27-03-2023,Publix Supermarkets Inc,40000004,Publix,9032430321,9032430321,1,1,1,0,252.2,Freight Allowance,,Yes,No,0,0,0,,,,,
,27-03-2023,Publix Supermarkets Inc,40000004,Publix,9032437494,9032437494,1,1,1,0,218.41,Freight Allowance,,Yes,No,0,0,0,,,,,
,27-03-2023,Publix Supermarkets Inc,40000004,Publix,9032432603,9032432603,1,1,1,0,206.89,Freight Allowance,,Yes,No,0,0,0,,,,,
,27-03-2023,Publix Supermarkets Inc,40000004,Publix,9032435749,9032435749,1,1,1,0,192.39,Freight Allowance,,Yes,No,0,0,0,,,,,
,27-03-2023,Publix Supermarkets Inc,40000004,Publix,9032430317,9032430317,1,1,1,0,191.53,Freight Allowance,,Yes,No,0,0,0,,,,,
VEN0261603 ,29-03-2023,Associated Wholesale Grocers,40000625,AWG,9032446015,9032446015,1,1,1,0,363.97,Freight Allowance,,Yes,No,0,0,0,,,,,
,27-03-2023,Publix Supermarkets Inc,40000004,Publix,9032437487,9032437487,1,1,1,0,147.15,Freight Allowance,,Yes,No,0,0,0,,,,,
VEN0261806,30-03-2023,Associated Wholesale Grocers,40000625,AWG,9032450807,9032450807,2,2,2,0,359.44,Freight Allowance,,Yes,No,0,0,0,,,,,
,27-03-2023,Publix Supermarkets Inc,40000004,Publix,9032432904,9032432904,1,1,1,0,132.65,Freight Allowance,,Yes,No,0,0,0,,,,,
VEN0261812,21-04-2023,Associated Wholesale Grocers,40000625,AWG,9032531476,9032531476,1,1,1,0,352.38,Freight Allowance,,Yes,No,0,0,0,,,,,
VEN0261821 ,3/4/2023,Associated Wholesale Grocers,40000625,AWG,9032457217,9032457217,2,2,2,0,349.16,Freight Allowance,,Yes,No,0,0,0,,,,,
VEN0261827,30-03-2023,Associated Wholesale Grocers,40000625,AWG,9032450806,9032450806,1,1,1,0,345.37,Freight Allowance,,Yes,No,0,0,0,,,,,
VEN0261834,10/4/2023,Associated Wholesale Grocers,40000625,AWG,9032487729,9032487729,2,2,2,0,343.67,Freight Allowance,,Yes,No,0,0,0,,,,,
VEN0261841,17-04-2023,Associated Wholesale Grocers,40000625,AWG,9032508264,9032508264,2,2,2,0,340.66,Freight Allowance,,Yes,No,0,0,0,,,,,
,27-03-2023,Publix Supermarkets Inc,40000004,Publix,9032425138,9032425138,1,1,1,0,122.67,Freight Allowance,,Yes,No,0,0,0,,,,,
VEN0261964,21-04-2023,Associated Wholesale Grocers,40000625,AWG,9032531478,9032531478,1,1,1,0,323.56,Freight Allowance,,Yes,No,0,0,0,,,,,
VEN0261967,20-04-2023,Associated Wholesale Grocers,40000625,AWG,9032528301,9032528301,1,1,1,0,313.06,Freight Allowance,,Yes,No,0,0,0,,,,,
,27-03-2023,Publix Supermarkets Inc,40000004,Publix,9032440916,9032440916,1,1,1,0,119.94,Freight Allowance,,Yes,No,0,0,0,,,,,
VEN0261969 ,21-04-2023,Associated Wholesale Grocers,40000625,AWG,9032528740,9032528740,1,1,1,0,301.71,Freight Allowance,,Yes,No,0,0,0,,,,,
VEN0262433,13-04-2023,Associated Wholesale Grocers,40000625,AWG,9032499733,9032499733,1,1,1,0,301.67,Freight Allowance,,Yes,No,0,0,0,,,,,
VEN0262435,27-03-2023,Associated Wholesale Grocers,40000625,AWG,9032435990,9032435990,1,1,1,0,286.58,Freight Allowance,,Yes,No,0,0,0,,,,,
VEN0262443,19-04-2023,Associated Wholesale Grocers,40000625,AWG,9032520227,9032520227,1,1,1,0,214.39,Freight Allowance,,Yes,No,0,0,0,,,,,
VEN0262442 ,13-04-2023,Associated Wholesale Grocers,40000625,AWG,9032499739,9032499739,1,1,1,0,210.25,Freight Allowance,,Yes,No,0,0,0,,,,,
VEN0262441,27-03-2023,Associated Wholesale Grocers,40000625,AWG,9032435988,9032435988,1,1,1,0,209.5,Freight Allowance,,Yes,No,0,0,0,,,,,
VEN0262439,13-04-2023,Associated Wholesale Grocers,40000625,AWG,9032500218,9032500218,1,1,1,0,201.26,Freight Allowance,,Yes,No,0,0,0,,,,,
,14-04-2023,US Foods Vendor Support ,40000695,US Foods,9032499744,9032499744,1,1,1,0,253.57,Freight Allowance,,Yes,No,0,0,0,,,,,
,14-04-2023,US Foods Vendor Support ,40000695,US Foods,9032482005,9032482005,1,1,1,0,248.39,Freight Allowance,,Yes,No,0,0,0,,,,,
VEN0262438,27-03-2023,Associated Wholesale Grocers,40000625,AWG,9032435989,9032435989,1,1,1,0,109.31,Freight Allowance,,Yes,No,0,0,0,,,,,
651573,6/4/2023,Kroger Company,40000081,Kroger,9032422788,9032422788,1,1,1,0,213.89,Freight Allowance,,Yes,No,0,0,0,,,,,
651575,27-03-2023,Kroger Company,40000081,Kroger,9032396970,9032396970,1,1,1,0,211.46,Freight Allowance,,Yes,No,0,0,0,,,,,
651576,12/4/2023,Kroger Company,40000081,Kroger,9032456418,9032456418,1,1,1,0,208.86,Freight Allowance,,Yes,No,0,0,0,,,,,
651580,6/4/2023,Kroger Company,40000081,Kroger,9032430722,9032430722,1,1,1,0,204.25,Freight Allowance,,Yes,No,0,0,0,,,,,
651589,17-04-2023,Kroger Company,40000081,Kroger,9032469545,9032469545,1,1,1,0,203.47,Freight Allowance,,Yes,No,0,0,0,,,,,
651598,29-03-2023,Kroger Company,40000081,Kroger,9032403956,9032403956,1,1,1,0,169.81,Freight Allowance,,Yes,No,0,0,0,,,,,
655697,7/4/2023,Kroger Company,40000081,Kroger,9032443669-CM,9032443669-CM,1,1,1,0,167.35,Freight Allowance,,Yes,No,0,0,0,,,,,
655717,13-04-2023,Kroger Company,40000081,Kroger,9032458404,9032458404,1,1,1,0,166.45,Freight Allowance,,Yes,No,0,0,0,,,,,
,7/4/2023,Kroger Company,40000081,Kroger,9032424540,9032424540,1,1,1,0,166.15,Freight Allowance,,Yes,No,0,0,0,,,,,
655855,18-04-2023,Kroger Company,40000081,Kroger,9032473060,9032473060,1,1,1,0,165.49,Freight Allowance,,Yes,No,0,0,0,,,,,
653159,19-04-2023,Kroger Company,40000081,Kroger,9032479638,9032479638,1,1,1,0,164.49,Freight Allowance,,Yes,No,0,0,0,,,,,
653227,14-04-2023,Kroger Company,40000081,Kroger,9032461958,9032461958,1,1,1,0,160.5,Freight Allowance,,Yes,No,0,0,0,,,,,
653238,27-03-2023,Kroger Company,40000081,Kroger,9032396969,9032396969,1,1,1,0,160.48,Freight Allowance,,Yes,No,0,0,0,,,,,
655861,27-03-2023,Kroger Company,40000081,Kroger,9032397877,9032397877,1,1,1,0,156.79,Freight Allowance,,Yes,No,0,0,0,,,,,
655869,21-04-2023,Kroger Company,40000081,Kroger,9032486694,9032486694,1,1,1,0,155.98,Freight Allowance,,Yes,No,0,0,0,,,,,
655876,6/4/2023,Kroger Company,40000081,Kroger,9032411120,9032411120,1,1,1,0,155.4,Freight Allowance,,Yes,No,0,0,0,,,,,
655884,21-04-2023,Kroger Company,40000081,Kroger,9032496563,9032496563,1,1,1,0,150.65,Freight Allowance,,Yes,No,0,0,0,,,,,
655889,6/4/2023,Kroger Company,40000081,Kroger,9032425467,9032425467,1,1,1,0,147.28,Freight Allowance,,Yes,No,0,0,0,,,,,
655894,11/4/2023,Kroger Company,40000081,Kroger,9032451443,9032451443,1,1,1,0,120.07,Freight Allowance,,Yes,No,0,0,0,,,,,
VEN0263800,21-04-2023,Associated Wholesale Grocers,40000625,AWG,9032531452,9032531452,1,1,1,0,175.72,Freight Allowance,,Yes,No,0,0,0,,,,,
VEN0263802 ,3/4/2023,Associated Wholesale Grocers,40000625,AWG,9032456114,9032456114,1,1,1,0,162.77,Freight Allowance,,Yes,No,0,0,0,,,,,
VEN0263803,30-03-2023,Associated Wholesale Grocers,40000625,AWG,9032450810,9032450810,1,1,1,0,142.68,Freight Allowance,,Yes,No,0,0,0,,,,,
VEN0263805 ,20-04-2023,Associated Wholesale Grocers,40000625,AWG,9032528300,9032528300,1,1,1,0,139.26,Freight Allowance,,Yes,No,0,0,0,,,,,
VEN0263806,17-04-2023,Associated Wholesale Grocers,40000625,AWG,9032510731,9032510731,1,1,1,0,136.2,Freight Allowance,,Yes,No,0,0,0,,,,,
VEN0263809,31-03-2023,Associated Wholesale Grocers,40000625,AWG,9032453723,9032453723,1,1,1,0,135.13,Freight Allowance,,Yes,No,0,0,0,,,,,
VEN0263813,30-03-2023,Associated Wholesale Grocers,40000625,AWG,9032450504,9032450504,1,1,1,0,129.91,Freight Allowance,,Yes,No,0,0,0,,,,,
VEN0263815,12/4/2023,Associated Wholesale Grocers,40000625,AWG,9032497296,9032497296,1,1,1,0,103.47,Freight Allowance,,Yes,No,0,0,0,,,,,
VEN0263822 ,17-04-2023,Associated Wholesale Grocers,40000625,AWG,9032515024,9032515024,1,1,1,0,101.32,Freight Allowance,,Yes,No,0,0,0,,,,,
VEN0263824,5/4/2023,Associated Wholesale Grocers,40000625,AWG,9032471885,9032471885,1,1,1,0,93.37,Freight Allowance,,Yes,No,0,0,0,,,,,
VEN0263819,6/4/2023,Associated Wholesale Grocers,40000625,AWG,9032473563,9032473563,1,1,1,0,75.74,Freight Allowance,,Yes,No,0,0,0,,,,,
VEN0263817,30-03-2023,Associated Wholesale Grocers,40000625,AWG,9032449405,9032449405,1,1,1,0,63.85,Freight Allowance,,Yes,No,0,0,0,,,,,
664293,22-05-2023,Kroger Company,40000081,Kroger,9032600221,9032600221,1,1,1,0,335.51,Freight Allowance,,Yes,No,0,0,0,,,,,
665530,27-04-2023,Kroger Company,40000081,Kroger,9032511871,9032511871,1,1,1,0,311.9,Freight Allowance,,Yes,No,0,0,0,,,,,
665551,12/5/2023,Kroger Company,40000081,Kroger,9032570065,9032570065,1,1,1,0,303.84,Freight Allowance,,Yes,No,0,0,0,,,,,
666298,19-05-2023,Kroger Company,40000081,Kroger,9032599803,9032599803,1,1,1,0,284.9,Freight Allowance,,Yes,No,0,0,0,,,,,
666308,2/5/2023,Kroger Company,40000081,Kroger,9032526123,9032526123,1,1,1,0,283.88,Freight Allowance,,Yes,No,0,0,0,,,,,
666323,4/5/2023,Kroger Company,40000081,Kroger,9032532950,9032532950,1,1,1,0,278.87,Freight Allowance,,Yes,No,0,0,0,,,,,
666326,10/5/2023,Kroger Company,40000081,Kroger,9032552693,9032552693,1,1,1,0,278.87,Freight Allowance,,Yes,No,0,0,0,,,,,
665518,12/5/2023,Kroger Company,40000081,Kroger,9032565845-CM,9032565845-CM,1,1,1,0,193.95,Freight Allowance,,Yes,No,0,0,0,,,,,
665519,28-04-2023,Kroger Company,40000081,Kroger,9032516835,9032516835,1,1,1,0,191.68,Freight Allowance,,Yes,No,0,0,0,,,,,
665521,24-05-2023,Kroger Company,40000081,Kroger,9032610038,9032610038,1,1,1,0,187.57,Freight Allowance,,Yes,No,0,0,0,,,,,
665522,10/5/2023,Kroger Company,40000081,Kroger,9032554911,9032554911,1,1,1,0,171.39,Freight Allowance,,Yes,No,0,0,0,,,,,
665523,16-05-2023,Kroger Company,40000081,Kroger,9032579817,9032579817,1,1,1,0,169.41,Freight Allowance,,Yes,No,0,0,0,,,,,
665526,5/5/2023,Kroger Company,40000081,Kroger,9032532282,9032532282,1,1,1,0,168.39,Freight Allowance,,Yes,No,0,0,0,,,,,
665527,16-05-2023,Kroger Company,40000081,Kroger,9032574726,9032574726,1,1,1,0,135.11,Freight Allowance,,Yes,No,0,0,0,,,,,
666384,9/5/2023,Kroger Company,40000081,Kroger,9032551369,9032551369,1,1,1,0,134.21,Freight Allowance,,Yes,No,0,0,0,,,,,
666388,17-05-2023,Kroger Company,40000081,Kroger,9032582123,9032582123,1,1,1,0,118.97,Freight Allowance,,Yes,No,0,0,0,,,,,
666393,23-05-2023,Kroger Company,40000081,Kroger,9032604436,9032604436,1,1,1,0,109.65,Freight Allowance,,Yes,No,0,0,0,,,,,
VEN0269737 ,26-04-2023,Associated Wholesale Grocers,40000625,AWG,9032546452,9032546452,1,1,1,0,106.41,Freight Allowance,,Yes,No,0,0,0,,,,,
VEN0269750,28-04-2023,Associated Wholesale Grocers,40000625,AWG,9032547228,9032547228,1,1,1,0,103.93,Freight Allowance,,Yes,No,0,0,0,,,,,
VEN0269752,3/5/2023,Associated Wholesale Grocers,40000625,AWG,9032573893,9032573893,1,1,1,0,103.22,Freight Allowance,,Yes,No,0,0,0,,,,,
VEN0269753,22-05-2023,Associated Wholesale Grocers,40000625,AWG,9032635395,9032635395,1,1,1,0,69.19,Freight Allowance,,Yes,No,0,0,0,,,,,
806629,16-05-2024,Kroger Company,40000081,Kroger,9033936836,9033936836,1,1,1,0,105.02,Freight Allowance,,Yes,No,0,0,0,,,,,
,22-04-2024,MDI Merchants Dist. Inc.,40000079,MDI,9033888950,9033888950,1,1,1,0,34.43,Freight Allowance,,Yes,No,0,0,0,,,,,
,22-04-2024,MDI Merchants Dist. Inc.,40000079,MDI,9033888955,9033888955,1,1,1,0,43.4,Freight Allowance,,Yes,No,0,0,0,,,,,
,23-04-2024,MDI Merchants Dist. Inc.,40000079,MDI,9033896699,9033896699,1,1,1,0,24.46,Freight Allowance,,Yes,No,0,0,0,,,,,
806630,3/5/2024,Kroger Company,40000081,Kroger,9033881146,9033881146,1,1,1,0,114.48,Freight Allowance,,Yes,No,0,0,0,,,,,
806634,28-02-2024,Kroger Company,40000081,Kroger,9033650342,9033650342,1,1,1,0,117.36,Freight Allowance,,Yes,No,0,0,0,,,,,
806638,1/2/2024,Kroger Company,40000081,Kroger,9033535226,9033535226,1,1,1,0,118.17,Freight Allowance,,Yes,No,0,0,0,,,,,
806640,8/5/2024,Kroger Company,40000081,Kroger,9033903656,9033903656,1,1,1,0,118.86,Freight Allowance,,Yes,No,0,0,0,,,,,
806657,21-05-2024,Kroger Company,40000081,Kroger,9033959813,9033959813,1,1,1,0,121.59,Freight Allowance,,Yes,No,0,0,0,,,,,
806670,19-04-2024,Kroger Company,40000081,Kroger,9033843214,9033843214,1,1,1,0,123.43,Freight Allowance,,Yes,No,0,0,0,,,,,
806678,12/4/2024,Kroger Company,40000081,Kroger,9033818144,9033818144,1,1,1,0,128.18,Freight Allowance,,Yes,No,0,0,0,,,,,
806683,20-05-2024,Kroger Company,40000081,Kroger,9033956456,9033956456,1,1,1,0,131.51,Freight Allowance,,Yes,No,0,0,0,,,,,
806694,28-03-2024,Kroger Company,40000081,Kroger,9033758271-CM,9033758271-CM,1,1,1,0,147.24,Freight Allowance,,Yes,No,0,0,0,,,,,
,24-04-2024,SpartanNash Company,40000152,Spartan Nash,9033901845,9033901845,1,1,1,0,123.71,Freight Allowance,,Yes,No,0,0,0,,,,,
,1/5/2024,SpartanNash Company,40000152,Spartan Nash,9033904015,9033904015,1,1,1,0,38.62,Freight Allowance,,Yes,No,0,0,0,,,,,
,1/5/2024,SpartanNash Company,40000152,Spartan Nash,9033915302,9033915302,1,1,1,0,37.03,Freight Allowance,,Yes,No,0,0,0,,,,,
,8/5/2024,SpartanNash Company,40000152,Spartan Nash,9033962314,9033962314,1,1,1,0,32.55,Freight Allowance,,Yes,No,0,0,0,,,,,
,8/5/2024,SpartanNash Company,40000152,Spartan Nash,9033969067,9033969067,1,1,1,0,11.79,Freight Allowance,,Yes,No,0,0,0,,,,,
,9/5/2024,SpartanNash Company,40000152,Spartan Nash,9033966298,9033966298,1,1,1,0,27.38,Freight Allowance,,Yes,No,0,0,0,,,,,
,15-05-2024,SpartanNash Company,40000152,Spartan Nash,9033983377,9033983377,1,1,1,0,55.1,Freight Allowance,,Yes,No,0,0,0,,,,,
,20-05-2024,SpartanNash Company,40000152,Spartan Nash,9034000674,9034000674,1,1,1,0,18.8,Freight Allowance,,Yes,No,0,0,0,,,,,
,20-05-2024,SpartanNash Company,40000152,Spartan Nash,9034011826,9034011826,1,1,1,0,13.1,Freight Allowance,,Yes,No,0,0,0,,,,,
,23-05-2024,SpartanNash Company,40000152,Spartan Nash,9034021723,9034021723,1,1,1,0,12.79,Freight Allowance,,Yes,No,0,0,0,,,,,
,22-04-2024,C&S Wholesale Grocers Inc,40000622,C&S,9033879428,9033879428,1,1,1,0,46.68,Freight Allowance,,Yes,No,0,0,0,,,,,
,22-04-2024,C&S Wholesale Grocers Inc,40000622,C&S,9033879477,9033879477,1,1,1,0,62.1,Freight Allowance,,Yes,No,0,0,0,,,,,
,23-04-2024,C&S Wholesale Grocers Inc,40000622,C&S,9033882984,9033882984,1,1,1,0,110,Freight Allowance,,Yes,No,0,0,0,,,,,
,24-04-2024,C&S Wholesale Grocers Inc,40000622,C&S,9033885565,9033885565,1,1,1,0,44.57,Freight Allowance,,Yes,No,0,0,0,,,,,
,7/5/2024,C&S Wholesale Grocers Inc,40000622,C&S,9033951386,9033951386,1,1,1,0,19.3,Freight Allowance,,Yes,No,0,0,0,,,,,
 VEN0325185,13-05-2024,Associated Wholesale Grocers,40000625,AWG,9033968474,9033968474,1,1,1,0,79.5,Freight Allowance,,Yes,No,0,0,0,,,,,
VEN0325186 ,14-05-2024,Associated Wholesale Grocers,40000625,AWG,9033975377,9033975377,1,1,1,0,50.78,Freight Allowance,,Yes,No,0,0,0,,,,,
,1/5/2024,US Foods Vendor Support,40000695,US Foods,9033893947,9033893947,1,1,1,0,110.35,Freight Allowance,,Yes,No,0,0,0,,,,,
695193,14-08-2023,Kroger Company,40000081,Kroger,9032885705,9032885705,1,1,1,0,305.08,Freight Allowance,,Yes,Yes,0,0,0,,,,,
,18-08-2023,Dot Foods Inc,40002986,Dot Foods,9032896894,9032896894,1,1,1,0,395.33,Freight Allowance,,Yes,Yes,0,0,0,,,,,
,13-02-2023,Publix Supermarkets Inc,40000004,Publix,9032295456,9032295456,1,1,1,0,360.49,Freight Allowance,,Yes,No,0,0,0,,,,,
,16-02-2023,Publix Supermarkets Inc,40000004,Publix,9032305922,9032305922,1,1,1,0,357.29,Freight Allowance,,Yes,No,0,0,0,,,,,
,23-01-2023,Publix Supermarkets Inc,40000004,Publix,9032207965,9032207965,1,1,1,0,353.72,Freight Allowance,,Yes,No,0,0,0,,,,,
,3/2/2023,Publix Supermarkets Inc,40000004,Publix,9032258216,9032258216,1,1,1,0,335.62,Freight Allowance,,Yes,No,0,0,0,,,,,
,30-01-2023,Publix Supermarkets Inc,40000004,Publix,9032243847,9032243847,1,1,1,0,335.57,Freight Allowance,,Yes,No,0,0,0,,,,,
,13-02-2023,Publix Supermarkets Inc,40000004,Publix,9032287630,9032287630,1,1,1,0,332.45,Freight Allowance,,Yes,No,0,0,0,,,,,
,7/2/2023,Publix Supermarkets Inc,40000004,Publix,9032268269,9032268269,1,1,1,0,320.5,Freight Allowance,,Yes,No,0,0,0,,,,,
,3/2/2023,Publix Supermarkets Inc,40000004,Publix,9032254764,9032254764,1,1,1,0,307.77,Freight Allowance,,Yes,No,0,0,0,,,,,
,30-01-2023,Publix Supermarkets Inc,40000004,Publix,9032227242,9032227242,1,1,1,0,301.71,Freight Allowance,,Yes,No,0,0,0,,,,,
,6/2/2023,Publix Supermarkets Inc,40000004,Publix,9032261966,9032261966,1,1,1,0,281.24,Freight Allowance,,Yes,No,0,0,0,,,,,
,23-01-2023,Publix Supermarkets Inc,40000004,Publix,9032209203,9032209203,1,1,1,0,277.4,Freight Allowance,,Yes,No,0,0,0,,,,,
,24-01-2023,Publix Supermarkets Inc,40000004,Publix,9032216662,9032216662,1,1,1,0,276.8,Freight Allowance,,Yes,No,0,0,0,,,,,
,14-02-2023,Publix Supermarkets Inc,40000004,Publix,9032296980,9032296980,1,1,1,0,275.44,Freight Allowance,,Yes,No,0,0,0,,,,,
,30-01-2023,Publix Supermarkets Inc,40000004,Publix,9032234429,9032234429,1,1,1,0,275.37,Freight Allowance,,Yes,No,0,0,0,,,,,
,1/2/2023,Publix Supermarkets Inc,40000004,Publix,9032247077,9032247077,1,1,1,0,264.38,Freight Allowance,,Yes,No,0,0,0,,,,,
,8/2/2023,Publix Supermarkets Inc,40000004,Publix,9032295453,9032295453,1,1,1,0,263.1,Freight Allowance,,Yes,No,0,0,0,,,,,
,6/2/2023,Publix Supermarkets Inc,40000004,Publix,9032265502,9032265502,1,1,1,0,259.74,Freight Allowance,,Yes,No,0,0,0,,,,,
,30-01-2023,Publix Supermarkets Inc,40000004,Publix,9032227245,9032227245,1,1,1,0,254.47,Freight Allowance,,Yes,No,0,0,0,,,,,
,6/2/2023,Publix Supermarkets Inc,40000004,Publix,9032261967,9032261967,1,1,1,0,250.46,Freight Allowance,,Yes,No,0,0,0,,,,,
,3/2/2023,Publix Supermarkets Inc,40000004,Publix,9032257289,9032257289,1,1,1,0,247.57,Freight Allowance,,Yes,No,0,0,0,,,,,
,13-02-2023,Publix Supermarkets Inc,40000004,Publix,9032284656,9032284656,1,1,1,0,244.8,Freight Allowance,,Yes,No,0,0,0,,,,,
,30-01-2023,Publix Supermarkets Inc,40000004,Publix,9032236107,9032236107,1,1,1,0,241.45,Freight Allowance,,Yes,No,0,0,0,,,,,
,13-02-2023,Publix Supermarkets Inc,40000004,Publix,9032287633,9032287633,1,1,1,0,240.66,Freight Allowance,,Yes,No,0,0,0,,,,,
,24-01-2023,Publix Supermarkets Inc,40000004,Publix,9032216670,9032216670,1,1,1,0,234.76,Freight Allowance,,Yes,No,0,0,0,,,,,
,30-01-2023,Publix Supermarkets Inc,40000004,Publix,9032234413,9032234413,1,1,1,0,222.51,Freight Allowance,,Yes,No,0,0,0,,,,,
,30-01-2023,Publix Supermarkets Inc,40000004,Publix,9032226381,9032226381,1,1,1,0,213.25,Freight Allowance,,Yes,No,0,0,0,,,,,
,6/2/2023,Publix Supermarkets Inc,40000004,Publix,9032264881,9032264881,1,1,1,0,208.88,Freight Allowance,,Yes,No,0,0,0,,,,,
,30-01-2023,Publix Supermarkets Inc,40000004,Publix,9032234421,9032234421,1,1,1,0,207.26,Freight Allowance,,Yes,No,0,0,0,,,,,
,23-01-2023,Publix Supermarkets Inc,40000004,Publix,9032218807,9032218807,1,1,1,0,205.81,Freight Allowance,,Yes,No,0,0,0,,,,,
,23-01-2023,Publix Supermarkets Inc,40000004,Publix,9032209373,9032209373,1,1,1,0,203.64,Freight Allowance,,Yes,No,0,0,0,,,,,
,13-02-2023,Publix Supermarkets Inc,40000004,Publix,9032295457,9032295457,1,1,1,0,201.26,Freight Allowance,,Yes,No,0,0,0,,,,,
,31-01-2023,Publix Supermarkets Inc,40000004,Publix,9032243878,9032243878,1,1,1,0,201.13,Freight Allowance,,Yes,No,0,0,0,,,,,
,17-02-2023,Publix Supermarkets Inc,40000004,Publix,9032306905,9032306905,1,1,1,0,201.01,Freight Allowance,,Yes,No,0,0,0,,,,,
,13-02-2023,Publix Supermarkets Inc,40000004,Publix,9032284668,9032284668,1,1,1,0,194.74,Freight Allowance,,Yes,No,0,0,0,,,,,
,16-02-2023,Publix Supermarkets Inc,40000004,Publix,9032302271,9032302271,1,1,1,0,192.07,Freight Allowance,,Yes,No,0,0,0,,,,,
,2/2/2023,Publix Supermarkets Inc,40000004,Publix,9032251895,9032251895,1,1,1,0,189.3,Freight Allowance,,Yes,No,0,0,0,,,,,
,17-02-2023,Publix Supermarkets Inc,40000004,Publix,9032306906,9032306906,1,1,1,0,188.08,Freight Allowance,,Yes,No,0,0,0,,,,,
,14-02-2023,Publix Supermarkets Inc,40000004,Publix,9032295516,9032295516,1,1,1,0,187.21,Freight Allowance,,Yes,No,0,0,0,,,,,
,10/2/2023,Publix Supermarkets Inc,40000004,Publix,9032282561,9032282561,1,1,1,0,186.6,Freight Allowance,,Yes,No,0,0,0,,,,,
,31-01-2023,Publix Supermarkets Inc,40000004,Publix,9032243905,9032243905,1,1,1,0,182.89,Freight Allowance,,Yes,No,0,0,0,,,,,
,6/2/2023,Publix Supermarkets Inc,40000004,Publix,9032262219,9032262219,1,1,1,0,180.8,Freight Allowance,,Yes,No,0,0,0,,,,,
,30-01-2023,Publix Supermarkets Inc,40000004,Publix,9032236002,9032236002,1,1,1,0,176.81,Freight Allowance,,Yes,No,0,0,0,,,,,
,30-01-2023,Publix Supermarkets Inc,40000004,Publix,9032227240,9032227240,1,1,1,0,175.69,Freight Allowance,,Yes,No,0,0,0,,,,,
,10/2/2023,Publix Supermarkets Inc,40000004,Publix,9032283641,9032283641,1,1,1,0,174.56,Freight Allowance,,Yes,No,0,0,0,,,,,
,30-01-2023,Publix Supermarkets Inc,40000004,Publix,9032217754,9032217754,1,1,1,0,170.21,Freight Allowance,,Yes,No,0,0,0,,,,,
,8/9/2023,MDI Merchants Dist. Inc.,40000079,MDI,9033038679,9033038679,1,1,1,0,219.79,Freight Allowance,,Yes,Yes,0,0,0,,,,,
,30-01-2023,Publix Supermarkets Inc,40000004,Publix,9032217768,9032217768,1,1,1,0,168.41,Freight Allowance,,Yes,No,0,0,0,,,,,
,9/2/2023,Publix Supermarkets Inc,40000004,Publix,9032279532,9032279532,1,1,1,0,162.79,Freight Allowance,,Yes,No,0,0,0,,,,,
,14-11-2023,MDI Merchants Dist. Inc.,40000079,MDI,9033292135,9033292135,1,1,1,0,227.8,Freight Allowance,,Yes,Yes,0,0,0,,,,,
,6/2/2023,Publix Supermarkets Inc,40000004,Publix,9032263103,9032263103,1,1,1,0,162.7,Freight Allowance,,Yes,No,0,0,0,,,,,
,31-01-2023,Publix Supermarkets Inc,40000004,Publix,9032246908,9032246908,1,1,1,0,160.23,Freight Allowance,,Yes,No,0,0,0,,,,,
,13-02-2023,Publix Supermarkets Inc,40000004,Publix,9032296931,9032296931,1,1,1,0,154.2,Freight Allowance,,Yes,No,0,0,0,,,,,
VEN0301977 ,27-11-2023,Associated Wholesale Grocers,40000625,AWG,9033331523,9033331523,1,1,1,0,329.35,Freight Allowance,,Yes,Yes,0,0,0,,,,,
,26-01-2023,Gordon Food Service ,40000202,Gordon,9032204116,9032204116,2,2,1,-1,59.23,Freight Allowance,,Yes,No,0,0,0,,,,,
,1/2/2023,Gordon Food Service ,40000202,Gordon,9032226171,9032226171,2,2,1,-1,50.31,Freight Allowance,,Yes,No,0,0,0,,,,,
,17-02-2023,Associated Wholesale Grocers,40000625,AWG,TR0000455162,TR0000455162,1,1,1,0,325.89,Freight Allowance,,Yes,No,0,0,0,,,,,
765088,24-01-2024,Kroger Company,40000081,Kroger,9033513225,9033513225,1,1,1,0,337.84,Freight Allowance,,Yes,Yes,0,0,0,,,,,
